,all,Standing,Walking,Upstairs,Sitting,Jogging,Downstairs
lr_mars,0.438461538462,0.958741258741,0.446153846154,0.891608391608,0.944755244755,0.740559440559,0.895104895105
rf_mars,0.415384615385,0.959440559441,0.494405594406,0.854545454545,0.951048951049,0.681818181818,0.88951048951
svm_mars,0.465034965035,0.953146853147,0.465034965035,0.886713286713,0.954545454545,0.762237762238,0.908391608392
